ori,agency_type_name,EDITED,agency_name [EDIT THIS COLUMN],pub_agency_name,icpsr_name
AZ0140000,County,,Yuma County Sheriff's Department,Yuma,Yuma County Sheriff's Office
AZ0140100,Unknown,,Parker,Parker,Parker PD
AZ0140300,City,,Somerton Police Department,Somerton,Somerton Police Department
AZ0140500,City,,Yuma Police Department,Yuma,Yuma Police Department
AZ0140700,Tribal,,Cocopah Tribal,Cocopah Tribal,Cocopah Tribal Police Department
AZ0140800,City,,San Luis Police Department,San Luis,San Luis Police Department
AZ0140900,City,,Wellton Police Department,Wellton,Wellton Police Department
AZ0141000,Tribal,,Quechan Tribal,Quechan Tribal,Quechan Tribal Police Department
AZ0149700,University or College,,Arizona Western College,Arizona Western College,Arizona Western College Police Department
AZ0150000,County,,La Paz County Sheriff's Department,La Paz,La Paz County Sheriff's Office
AZ0150100,City,,Parker Police Department,Parker,Parker Police Department
AZ0150200,Tribal,,Colorado River Tribal,Colorado River Tribal,Colorado River Tribal Police Dept.
AZ0150300,City,,Quartzsite Police Department,Quartzsite,Quartzsite Police Departmemt
AZCBP1600,Federal,,"U.S. Customs and Border Protection, Willcox","U.S. Customs and Border Protection, Willcox",
AZCCHPX00,State Police,,Arizona Department of Public Safety,Arizona Department of Public Safety,AZ Dept Of Public Safety
AZCISPX00,Unknown,,Arizona Dps,Arizona Dps,
AZDEA0400,Federal,,"Drug Enforcement Administration, Phoenix","Drug Enforcement Administration, Phoenix",
AZDEA0700,Federal,,"Drug Enforcement Administration, Sierra Vista","Drug Enforcement Administration, Sierra Vista",
AZDI00100,Unknown,,Grand Canyon Np,Grand Canyon Np,
AZDI00200,Unknown,,Corondao Nmem,Corondao Nmem,
AZDI00300,Unknown,,Glen Canyon Nra,Glen Canyon Nra,
AZDI00400,Unknown,,Petrified Forest Np,Petrified Forest Np,
AZDI00500,Unknown,,Saguaro Nm,Saguaro Nm,
AZDI00700,Unknown,,Canyon De Chelly Nm,Canyon De Chelly Nm,
AZDI00800,Unknown,,Hubbell Trad Post Nm,Hubbell Trad Post Nm,
AZDI00900,Unknown,,Navajo Nm,Navajo Nm,
AZDI01000,Unknown,,Sunset Crater Nm,Sunset Crater Nm,
AZDI01100,Unknown,,Wupatki Nm,Wupatki Nm,
AZDI01200,Unknown,,Casa Grande Ruins Nm,Casa Grande Ruins Nm,
AZDI01300,Unknown,,Chiricahua&Ft Bowie Nhs,Chiricahua&Ft Bowie Nhs,
AZDI01400,Unknown,,Montezuma Castle Nm,Montezuma Castle Nm,
AZDI01500,Unknown,,Organ Pipe Castus Nm,Organ Pipe Castus Nm,
AZDI01600,Unknown,,Tonto Nm,Tonto Nm,
AZDI01700,Unknown,,Tumacacori Nm,Tumacacori Nm,
AZDI01800,Unknown,,Tuzigoot Nm,Tuzigoot Nm,
AZDI01900,Unknown,,Walnut Canyon Nm,Walnut Canyon Nm,
AZDI02000,Unknown,,Pipe Spring Nm,Pipe Spring Nm,
AZDI02100,Unknown,,Lake Mead Nra,Lake Mead Nra,
AZDI02300,Tribal,,Yavapai-Prescott Tribal,Yavapai-Prescott Tribal,Yavapai-Prescott Tribal Police Department
AZDI05200,Tribal,,San Carlos Agency,San Carlos Agency,Usdi Bia San Carlos Agency Law Enf Services
AZDI05300,Tribal,,Hopi Tribal,Hopi Tribal,Hopi Tribal Resource Enforcement Services
AZDI05500,Tribal,,"Bureau of Indian Affairs, Navajo Division of Public Safety, Window Rock","Bureau of Indian Affairs, Navajo Division of Public Safety, Window Rock",Bu Ind Affairs Law Enf Navajo Area Window Rock
AZDI05900,Tribal,,Colorado River Agency,Colorado River Agency,Bia Div Law Enf Colorado River Agency Parker
AZDI06000,Tribal,,Truxton Canon Agency,Truxton Canon Agency,Truxton Canon Le
AZDI06100,Tribal,,Fort McDowell Tribal,Fort McDowell Tribal,Fort Mcdowell Tribal Police Department
AZDI06200,Tribal,,Fort Apache Agency,Fort Apache Agency,Whiteriver Tribal PD
AZDI06300,Tribal,,"Bureau of Indian Affairs, Pima Agency","Bureau of Indian Affairs, Pima Agency",Bia Div Law Enf Pima Agency Sacaton
AZDI06500,Tribal,,Ak-Chin Tribal,Ak-Chin Tribal,Ak-Chin Tribal Police Department
AZDI06600,Tribal,,Pascua Yaqui Tribal,Pascua Yaqui Tribal,Pascua Yaqui Tribal Police
AZDI06700,Tribal,,Hualapai Tribal,Hualapai Tribal,Hualapai Nation Tribal Police Department
AZDI06900,Tribal,,Yavapai-Apache Nation,Yavapai-Apache Nation,Yavapai-Apache Nation Tribal Police Department
AZDI07200,Tribal,,"Bureau of Indian Affairs, Western Navajo Agency, Kayenta","Bureau of Indian Affairs, Western Navajo Agency, Kayenta",
AZDI08100,Tribal,,Tonto Apache Tribal,Tonto Apache Tribal,Tonto Apache Tribal Police Department
AZDPS0100,Other State Agency,,"Department of Public Safety, Phoenix","Department of Public Safety, Phoenix",Arizona Dept Of Public Safety Criminal Inv
AZDPS2100,Other State Agency,,"Department of Public Safety, Phoenix","Department of Public Safety, Phoenix",AZ Department Of Public Safety
AZFBIPX00,Federal,,"Federal Bureau of Investigation, Phoenix","Federal Bureau of Investigation, Phoenix",
AZHPB0800,Other State Agency,,"Department of Public Safety, Tucson","Department of Public Safety, Tucson",AZ Dept Public Safety Hpb District 8
AZHPB1100,Other State Agency,,"Department of Public Safety, Claypool","Department of Public Safety, Claypool",AZ Dept Public Safety Hpb District 11
AZINS0100,Federal,,"U.S. Border Patrol, Tucson","U.S. Border Patrol, Tucson",
AZINS0200,Federal,,"U.S. Border Patrol, Yuma","U.S. Border Patrol, Yuma",
AZINS0300,Federal,,"U.S. Border Patrol, Nogales","U.S. Border Patrol, Nogales",
AZINS1700,Federal,,"U.S. Border Patrol, Yuma","U.S. Border Patrol, Yuma",
AZINS3600,Federal,,"U.S. Border Patrol, Casa Grande Station","U.S. Border Patrol, Casa Grande Station",
AZINS4000,Federal,,"U.S. Customs and Border Protection, Ajo","U.S. Customs and Border Protection, Ajo",
AZINS4100,Federal,,"U.S. Border Patrol, Bisbee","U.S. Border Patrol, Bisbee",
AZINS4300,Federal,,"U.S. Border Patrol, Tucson","U.S. Border Patrol, Tucson",
AZUSC5000,Federal,,"U.S. Customs Service, Douglas","U.S. Customs Service, Douglas",
AZUSC5800,Federal,,"U.S. Customs Service, Sells","U.S. Customs Service, Sells",
BDDEA0100,Federal,,"Drug Enforcement Administration, Bahamas","Drug Enforcement Administration, Bahamas",
C0034019E,University or College,,Fort Lewis College,Fort Lewis College,
CA0010000,County,,Alameda County Sheriff's Department,Alameda,Alameda County Sheriff's Office
CA0010100,City,,Alameda Police Department,Alameda,Alameda Police Department
CA0010200,City,,Albany Police Department,Albany,Albany Police Department
CA0010300,City,,Berkeley Police Department,Berkeley,Berkeley Police Department
CA0010400,City,,Emeryville Police Department,Emeryville,Emeryville Police Department
CA0010500,City,,Fremont Police Department,Fremont,Fremont Police Department
CA0010600,City,,Hayward Police Department,Hayward,Hayward Police Department
CA0010700,City,,Livermore Police Department,Livermore,Livermore Police Department
CA0010800,City,,Newark Police Department,Newark,Newark Police Department
CA0010900,City,,Oakland Police Department,Oakland,Oakland Police Department
CA0011000,City,,Piedmont Police Department,Piedmont,Piedmont Police Department
CA0011100,City,,Pleasanton Police Department,Pleasanton,Pleasanton Police Department
CA0011200,City,,San Leandro Police Department,San Leandro,San Leandro Police Department
CA0011300,City,,Union City Police Department,Union City,Union City Police Department
CA0011400,Other,,East Bay Regional Parks: Alameda County,East Bay Regional Parks: Alameda County,East Bay Regional Parks District Dept Of Public Sa
CA0011500,University or College,,California State University: East Bay,California State University: East Bay,California State University - East Bay Police
CA0011600,Other,,Union Pacific Railroad: Alameda County,Union Pacific Railroad: Alameda County,Uprr: Alameda County
CA0012100,Other,,San Francisco Bay Area Rapid Transit: Alameda County,San Francisco Bay Area Rapid Transit: Alameda County,Bart Police Department
CA0012200,University or College,,University of California: Lawrence-Livermore Laboratory,University of California: Lawrence-Livermore Laboratory,Univ Of Ca Lawrence Livermore Lab PD Livermore
CA0012500,University or College,,Peralta Community College District Police Department,Peralta Community College District Police Department,Peralta Commun College District PD Oakland
CA0012700,University or College,,University of California: Lawrence Berkeley Laboratory,University of California: Lawrence Berkeley Laboratory,Lawrence Berkeley Lab PD Univ Of Ca Berkeley
CA001280X,Other,,Burlington Northern Santa Fe Railway: Alameda County,Burlington Northern Santa Fe Railway: Alameda County,
CA0012900,Other,,Southern Pacific Transportation Alameda County,Southern Pacific Transportation Alameda County,Spt Alameda
CA001300X,City,,Dublin Police Department,Dublin,
CA0013100,Other,,East Bay Municipal Utility,East Bay Municipal Utility,East Bay Municipal Util Dist Rangers Oakland
CA001320X,Other,,Union Pacific Railroad Alameda County,Union Pacific Railroad Alameda County,
CA0019700,University or College,,University of California: Berkeley,University of California: Berkeley,University Of California - Berkeley Police
CA0019800,State Police,,Alameda State Police,Alameda State Police,Chp Protective Services
CA0019900,State Police,,Highway Patrol: Alameda County,Highway Patrol: Alameda County,Chp Hayward
CA0020000,County,,Alpine County Sheriff's Department,Alpine,Alpine County Sheriff's Office
CA0029900,State Police,,Highway Patrol: Alpine County,Highway Patrol: Alpine County,Chp So Lake Tahoe
CA0030000,County,,Amador County Sheriff's Department,Amador,Amador County Sheriff's Office
CA0030100,City,,Amador Police Department,Amador,Amador City PD
CA0030200,City,,Ione Police Department,Ione,Ione Police Department
CA0030300,City,,Jackson Police Department,Jackson,Jackson Police Department
CA0030400,City,,Plymouth Police Department,Plymouth,Plymouth PD
CA0030500,City,,Sutter Creek Police Department,Sutter Creek,Sutter Creek Police Department
CA0030600,Other,,Union Pacific Railroad: Amador County,Union Pacific Railroad: Amador County,Uprr: Amador County
CA0039900,State Police,,Highway Patrol: Amador County,Highway Patrol: Amador County,Chp Amador
CA0040000,County,,Butte County Sheriff's Department,Butte,Butte County Sheriff's Office
CA0040100,City,,Biggs Police Department,Biggs,Biggs PD
CA0040200,City,,Chico Police Department,Chico,Chico Police Department
CA0040300,City,,Gridley Police Department,Gridley,Gridley Police Department
CA0040400,City,,Oroville Police Department,Oroville,Oroville Police Department
CA0040500,City,,Paradise Police Department,Paradise,Paradise Police Department
CA0040600,Other,,Union Pacific Railroad: Butte County,Union Pacific Railroad: Butte County,California Dept Of Health Serv Spec Invest
CA0040700,Other State Agency,,Department of Parks and Recreation: Northern Buttes,Department of Parks and Recreation: Northern Buttes,Dept Of Parks & Rec Lake Oroville Oroville
CA0040900,Other State Agency,,Department of Parks and Recreation: Upper Valley,Department of Parks and Recreation: Upper Valley,Ca Dept Parks & Rec Upper Valley Dist Chico
CA0041100,Other,,Union Pacific Railroad Butte County,Union Pacific Railroad Butte County,Butte-Glenn Community College District Police
CA0049700,University or College,,California State University: Chico,California State University: Chico,California State University - Chico Police
CA0049800,State Police,,Butte State Police,Butte State Police,Butte State Police
CA0049900,State Police,,Highway Patrol: Butte County,Highway Patrol: Butte County,Chp Chico
CA0050000,County,,Calaveras County Sheriff's Department,Calaveras,Calaveras County Sheriff's Office
CA0050100,City,,City of Angels Police Department,City of Angels,Angels Camp Police Department
CA0050200,Other,,Union Pacific Railroad: Calaveras County,Union Pacific Railroad: Calaveras County,Uprr: Calaveras County
CA0050300,Other State Agency,,Department of Parks and Recreation: Calaveras County,Department of Parks and Recreation: Calaveras County,Dept Of Parks & Rec Calaveras Arnold
CA0059900,State Police,,Highway Patrol: Calaveras County,Highway Patrol: Calaveras County,Chp San Andreas
CA0060000,County,,Colusa County Sheriff's Department,Colusa,Colusa County Sheriff's Office
CA0060100,City,,Colusa Police Department,Colusa,Colusa Police Department
CA0060200,City,,Williams Police Department,Williams,Williams Police Department
CA0060300,Other,,Union Pacific Railroad: Colusa County,Union Pacific Railroad: Colusa County,Uprr: Colusa County
CA006980X,State Police,,Colusa State Police,Colusa State Police,
CA0069900,State Police,,Highway Patrol: Colusa County,Highway Patrol: Colusa County,Chp Williams
CA0070000,County,,Contra Costa County Sheriff's Department,Contra Costa,Contra Costa County Sheriff's Office
CA0070100,City,,Antioch Police Department,Antioch,Antioch Police Department
CA0070200,City,,Brentwood Police Department,Brentwood,Brentwood Police Department
